   SW   perc perc perc  query     position in query              matching   repeat        position in repeat
score   div. del. ins.  sequence  begin    end          (left)   repeat     class/family begin  end    (left)    ID
  465   14.9  0.0  2.3  seq_file   2914682  2914770 (12157653) + repeat3701 Unspecified      1     87    (0)  8143  
  256   17.5  1.8  0.0  seq_file   2914724  2914780 (12157643) + repeat2027 Unspecified      1     58    (0)  8144 *
  270   18.7  0.0 14.1  seq_file   2914741  2914821 (12157602) + repeat1505 Unspecified     13     83    (0)  8145 *
  306   23.5  0.0  0.0  seq_file   2914744  2914811 (12157612) C repeat6619 Unspecified    (5)     68      1  8146 *
  500   11.3  0.0  2.5  seq_file   2914757  2914838 (12157585) + repeat3701 Unspecified      6     85    (2)  8147  
  297   19.8 17.4  0.9  seq_file   2914764  2914855 (12157568) + repeat1423 Unspecified      8    114    (0)  8148 *
  353   11.6  0.0 15.5  seq_file   2914776  2914857 (12157566) + repeat1505 Unspecified     13     83    (0)  8149 *
  546    9.7  0.0  3.6  seq_file   2914791  2914876 (12157547) + repeat3701 Unspecified      5     87    (0)  8150  
  381   13.4  0.0 14.5  seq_file   2914806  2914892 (12157531) + repeat1505 Unspecified      8     83    (0)  8151 *
  409   12.7  0.0  4.2  seq_file   2914821  2914894 (12157529) + repeat3701 Unspecified      1     71   (16)  8152  
  285    5.3  0.0  0.0  seq_file   2917990  2918027 (12154396) + repeat6832 Unspecified      1     38    (0)  8153  
  304    8.0  0.0  2.0  seq_file   2918028  2918078 (12154345) C repeat3062 Unspecified    (0)     50      1  8154 *
  374    7.2  0.0  1.8  seq_file   2918035  2918091 (12154332) + repeat5973 Unspecified      1     56    (1)  8155  
  310    0.0  0.0  0.0  seq_file   2918067  2918103 (12154320) + repeat3004 Unspecified      1     37    (0)  8156 *
  341    6.4  0.0  0.0  seq_file   2918075  2918121 (12154302) + repeat7138 Unspecified      1     47    (0)  8157  
  294   16.0  0.0  0.0  seq_file   2918094  2918143 (12154280) + repeat6737 Unspecified      1     50    (4)  8158 *
  232    7.6  0.0 10.0  seq_file   2918139  2918182 (12154241) + repeat3318 Unspecified      6     45    (0)  8159 *
  236   12.8  0.0  0.0  seq_file   2918166  2918204 (12154219) + repeat3287 Unspecified      4     42    (0)  8160 *
  329    6.7  0.0  0.0  seq_file   2918171  2918215 (12154208) + repeat1164 Unspecified      1     45    (0)  8161 *
  718   11.9  1.7  0.0  seq_file   2918180  2918297 (12154126) + repeat5992 Unspecified      1    120    (0)  8162  
  332    4.4  0.0  0.0  seq_file   2918268  2918312 (12154111) C repeat1164 Unspecified    (0)     45      1  8163 *
  318    4.8  0.0  0.0  seq_file   2918279  2918320 (12154103) C repeat3287 Unspecified    (0)     42      1  8164 *
  262    7.5  0.0  0.0  seq_file   2918287  2918326 (12154097) + repeat1341 Unspecified      1     40    (0)  8165 *
  411    3.2  2.7 13.6  seq_file   2918294  2918366 (12154057) + repeat3326 Unspecified      1     66    (0)  8166  
  291    2.6  5.3  0.0  seq_file   2918333  2918370 (12154053) + repeat3056 Unspecified      1     40    (0)  8167 *
  401    5.8  0.0  0.0  seq_file   2918348  2918399 (12154024) C repeat6737 Unspecified    (2)     52      1  8168  
  327    8.5  0.0  0.0  seq_file   2918372  2918418 (12154005) C repeat7138 Unspecified    (0)     47      1  8169 *
  280    8.9  0.0  0.0  seq_file   2918385  2918429 (12153994) C repeat3331 Unspecified    (0)     45      1  8170 *
  373    8.8  0.0  3.5  seq_file   2918401  2918459 (12153964) C repeat5973 Unspecified    (0)     57      1  8171  
  316    8.0  0.0  4.0  seq_file   2918415  2918466 (12153957) + repeat3062 Unspecified      1     50    (0)  8172 *
  227   19.6  0.0  0.0  seq_file   2919092  2919137 (12153286) + repeat2018 Unspecified      2     47    (0)  8173  
  323    5.0  0.0  0.0  seq_file   2919144  2919183 (12153240) + repeat1687 Unspecified      1     40    (0)  8174  
  268    7.9  0.0  0.0  seq_file   2920610  2920647 (12151776) + repeat6832 Unspecified      1     38    (0)  8175  
  309    4.0  0.0 10.0  seq_file   2920648  2920702 (12151721) C repeat3062 Unspecified    (0)     50      1  8176 *
  391    3.6  0.0  8.9  seq_file   2920656  2920716 (12151707) + repeat5973 Unspecified      2     57    (0)  8177  
  323    4.4  0.0  0.0  seq_file   2920688  2920732 (12151691) + repeat3331 Unspecified      1     45    (0)  8178 *
  365    4.3  0.0  0.0  seq_file   2920699  2920745 (12151678) + repeat7138 Unspecified      1     47    (0)  8179 *
  398    7.5  0.0  0.0  seq_file   2920718  2920770 (12151653) + repeat6737 Unspecified      1     53    (1)  8180  
  302    7.9  0.0  0.0  seq_file   2920742  2920779 (12151644) C repeat3111 Unspecified    (0)     38      1  8181 *
  377    6.5  0.0 24.6  seq_file   2920751  2920831 (12151592) C repeat3326 Unspecified    (0)     66      2  8182  
  244    7.3  0.0 16.7  seq_file   2920799  2920847 (12151576) + repeat3287 Unspecified      1     42    (0)  8183 *
  472   16.7  4.2  5.0  seq_file   2920823  2920942 (12151481) + repeat5992 Unspecified      1    119    (1)  8184 *
  633   14.2  0.0  0.9  seq_file   2920836  2920949 (12151474) C repeat5992 Unspecified    (7)    113      1  8185  
  325    4.4  0.0  0.0  seq_file   2920914  2920958 (12151465) C repeat1164 Unspecified    (0)     45      1  8186 *
  281    9.5  0.0  0.0  seq_file   2920925  2920966 (12151457) C repeat3287 Unspecified    (0)     42      1  8187 *
  281    7.5  0.0  0.0  seq_file   2920933  2920972 (12151451) + repeat1341 Unspecified      1     40    (0)  8188 *
  414    7.7  0.0 13.6  seq_file   2920940  2921014 (12151409) + repeat3326 Unspecified      1     66    (0)  8189  
  268   10.5  0.0  0.0  seq_file   2920986  2921023 (12151400) + repeat3111 Unspecified      1     38    (0)  8190 *
  392    7.5  0.0  0.0  seq_file   2920995  2921047 (12151376) C repeat6737 Unspecified    (1)     53      1  8191  
  362    4.3  0.0  0.0  seq_file   2921021  2921066 (12151357) C repeat7138 Unspecified    (1)     46      1  8192 *
  328    4.4  0.0  0.0  seq_file   2921033  2921077 (12151346) C repeat3331 Unspecified    (0)     45      1  8193 *
  472    1.8  0.0  0.0  seq_file   2921049  2921105 (12151318) C repeat5973 Unspecified    (0)     57      1  8194  
  360    6.0  0.0  0.0  seq_file   2921063  2921112 (12151311) + repeat3062 Unspecified      1     50    (0)  8195 *
  245    8.1  0.0  0.0  seq_file   2921114  2921150 (12151273) C repeat6832 Unspecified    (1)     37      1  8196  
  323   14.0  0.0  0.0  seq_file   2927105  2927154 (12145269) C repeat3062 Unspecified    (0)     50      1  8197  
  298   17.6  0.0  0.0  seq_file   2927112  2927162 (12145261) + repeat5973 Unspecified      1     51    (6)  8198 *
  323    4.7  0.0  2.3  seq_file   2927123  2927166 (12145257) C repeat3357 Unspecified    (0)     43      1  8199 *
  341    0.0  0.0  0.0  seq_file   2927128  2927166 (12145257) + repeat3025 Unspecified      1     39    (0)  8200  
  322    0.0  0.0  0.0  seq_file   2927140  2927177 (12145246) + repeat6757 Unspecified      1     38    (0)  8201 *
  347    2.5  0.0  0.0  seq_file   2927151  2927190 (12145233) C repeat999  Unspecified    (0)     41      2  8202  
  512    0.0  0.0  0.0  seq_file   2927216  2927275 (12145148) + repeat3298 Unspecified      1     60    (0)  8203  
  310    7.1  0.0  0.0  seq_file   2927250  2927291 (12145132) + repeat3139 Unspecified      4     45    (0)  8204 *
  310    7.1  0.0  0.0  seq_file   2927394  2927435 (12144988) C repeat3139 Unspecified    (0)     45      4  8205 *
  512    0.0  0.0  0.0  seq_file   2927410  2927469 (12144954) C repeat3298 Unspecified    (0)     60      1  8206  
  347    2.5  0.0  0.0  seq_file   2927495  2927534 (12144889) + repeat999  Unspecified      2     41    (0)  8207  
  322    0.0  0.0  0.0  seq_file   2927508  2927545 (12144878) C repeat6757 Unspecified    (0)     38      1  8208 *
  311    4.7  0.0  7.0  seq_file   2927519  2927564 (12144859) + repeat3357 Unspecified      1     43    (0)  8209 *
  246   19.6  0.0  3.9  seq_file   2927523  2927575 (12144848) C repeat5973 Unspecified    (6)     51      1  8210 *
  273   16.0  0.0  4.0  seq_file   2927531  2927582 (12144841) + repeat3062 Unspecified      1     50    (0)  8211 *
  305    2.6  0.0  0.0  seq_file   2927543  2927580 (12144843) C repeat3297 Unspecified    (0)     38      1  8212  
  293    7.9  0.0  0.0  seq_file   2927547  2927584 (12144839) C repeat6391 Unspecified    (0)     38      1  8213 *
  319   14.0  0.0  0.0  seq_file   2930402  2930458 (12141965) C repeat3179 Unspecified    (0)     57      1  8214 *
  349   14.0  0.0  0.0  seq_file   2930417  2930473 (12141950) C repeat5071 Unspecified    (0)     57      1  8215  
  328   11.4  2.9  0.0  seq_file   2930476  2930545 (12141878) + repeat2412 Unspecified      1     72    (0)  8216 *
  530    7.7  0.0  0.0  seq_file   2930512  2930589 (12141834) C repeat6859 Unspecified    (0)     78      1  8217  
  430   13.2  0.0  0.0  seq_file   2930552  2930619 (12141804) C repeat6823 Unspecified    (0)     69      2  8218 *
  387   10.9  0.0  0.0  seq_file   2930573  2930627 (12141796) C repeat5399 Unspecified    (0)     57      3  8219 *
  795   12.7  0.0  7.3  seq_file   2930629  2930789 (12141634) C repeat2461 Unspecified    (3)    153      4  8220 *
  965    9.9  0.0  5.9  seq_file   2930757  2930917 (12141506) + repeat2461 Unspecified      5    156    (0)  8221  
  314    2.6  0.0  0.0  seq_file   2930884  2930921 (12141502) + repeat6817 Unspecified      1     38    (0)  8222 *
  314   14.3  0.0  0.0  seq_file   2930900  2930955 (12141468) C repeat2454 Unspecified    (3)     56      1  8223 *
  339   12.3  0.0  0.0  seq_file   2930916  2930972 (12141451) C repeat5389 Unspecified    (0)     57      1  8224 *
  391   10.5  0.0  0.0  seq_file   2930924  2930980 (12141443) + repeat5399 Unspecified      1     57    (0)  8225 *
  426   14.5  0.0  0.0  seq_file   2930933  2931001 (12141422) + repeat6823 Unspecified      1     69    (0)  8226 *
  500    7.8  0.0  2.6  seq_file   2930964  2931042 (12141381) + repeat6859 Unspecified      1     77    (1)  8227  
  369    9.9  1.4  0.0  seq_file   2931008  2931078 (12141345) C repeat2412 Unspecified    (0)     72      1  8228 *
  378   12.3  0.0  0.0  seq_file   2931081  2931137 (12141286) + repeat5071 Unspecified      1     57    (0)  8229  
  374   10.5  0.0  0.0  seq_file   2931096  2931152 (12141271) + repeat3179 Unspecified      1     57    (0)  8230 *
  325    0.0  0.0  0.0  seq_file   2932127  2932163 (12140260) + repeat3200 Unspecified      1     37    (0)  8231 *
  370    0.0  0.0  0.0  seq_file   2932135  2932176 (12140247) + repeat3038 Unspecified      1     42    (0)  8232  
  313    2.7  0.0  0.0  seq_file   2932153  2932189 (12140234) + repeat3214 Unspecified      1     37    (0)  8233 *
  355   22.0  1.0  0.0  seq_file   2932247  2932346 (12140077) + repeat5941 Unspecified      1    101   (18)  8234  
  302    4.7  0.0  2.3  seq_file   2933083  2933126 (12139297) + repeat1845 Unspecified      1     43    (0)  8235  
  297    8.7  0.0  2.2  seq_file   2933091  2933137 (12139286) + repeat2225 Unspecified      1     46    (0)  8236 *
  345    9.6  0.0  3.9  seq_file   2933105  2933158 (12139265) + repeat1872 Unspecified      3     54    (0)  8237  
  300    6.2  0.0 16.0  seq_file   2933117  2933174 (12139249) + repeat7082 Unspecified      1     50    (0)  8238 *
  393    5.7  0.0  3.8  seq_file   2933138  2933192 (12139231) + repeat3412 Unspecified      1     53    (0)  8239 *
  453    7.0  0.0  0.0  seq_file   2933155  2933211 (12139212) + repeat361  Unspecified      3     59    (0)  8240  
  372    4.3  0.0  0.0  seq_file   2933172  2933217 (12139206) + repeat7056 Unspecified      1     46    (0)  8241 *
  312    2.6  0.0  0.0  seq_file   2933185  2933222 (12139201) + repeat1586 Unspecified      1     38    (0)  8242 *
  298    4.8  0.0  0.0  seq_file   2933210  2933251 (12139172) + repeat2569 Unspecified      1     42    (0)  8243 *
  356    0.0  0.0  0.0  seq_file   2933215  2933257 (12139166) + repeat3040 Unspecified      1     43    (0)  8244 *
  371    6.1  0.0  0.0  seq_file   2933227  2933275 (12139148) + repeat3505 Unspecified      1     49    (0)  8245  
  310    4.4  0.0 19.1  seq_file   2933236  2933291 (12139132) + repeat1631 Unspecified      1     47    (0)  8246 *
  338    6.8  0.0  0.0  seq_file   2933249  2933292 (12139131) + repeat1844 Unspecified      8     51    (0)  8247 *
  383    2.3  0.0  0.0  seq_file   2933260  2933302 (12139121) + repeat1877 Unspecified      1     43    (2)  8248  
  291    7.2  0.0  4.8  seq_file   2933268  2933311 (12139112) + repeat7178 Unspecified      1     42    (0)  8249 *
  319    4.8  0.0  0.0  seq_file   2933617  2933658 (12138765) + repeat2569 Unspecified      1     42    (0)  8250 *
  326    4.7  0.0  0.0  seq_file   2933622  2933664 (12138759) + repeat3040 Unspecified      1     43    (0)  8251 *
  411    4.1  0.0  0.0  seq_file   2933634  2933682 (12138741) + repeat3505 Unspecified      1     49    (0)  8252  
  326    4.4  0.0 19.1  seq_file   2933643  2933698 (12138725) + repeat1631 Unspecified      1     47    (0)  8253 *
  344    6.8  0.0  0.0  seq_file   2933656  2933699 (12138724) + repeat1844 Unspecified      8     51    (0)  8254 *
  372    6.7  0.0  0.0  seq_file   2933667  2933711 (12138712) + repeat1877 Unspecified      1     45    (0)  8255  
  287    9.5  0.0  4.8  seq_file   2933675  2933718 (12138705) + repeat7178 Unspecified      1     42    (0)  8256 *
  317    9.3  0.0  0.0  seq_file   2933683  2933725 (12138698) + repeat1225 Unspecified      1     43    (0)  8257  
  256   16.1  2.4 10.4  seq_file   2939186  2939268 (12133155) + repeat3701 Unspecified     11     87    (0)  8258 *
  276   13.1  0.0 16.4  seq_file   2939201  2939264 (12133159) + repeat3704 Unspecified      6     60    (0)  8259 *
  313   16.9  2.8 12.1  seq_file   2939211  2939318 (12133105) + repeat1423 Unspecified      1     99   (15)  8260 *
  389   14.5  0.0 13.0  seq_file   2939225  2939311 (12133112) + repeat3701 Unspecified     11     87    (0)  8261  
  374    6.4  4.2 13.6  seq_file   2939252  2939323 (12133100) + repeat3701 Unspecified      3     68   (19)  8262 *
  288   16.9  5.4  4.0  seq_file   2939276  2939349 (12133074) + repeat1505 Unspecified      7     81    (2)  8263 *
  297    2.6  0.0  2.6  seq_file   2939289  2939328 (12133095) + repeat3704 Unspecified      1     39   (21)  8264  
  311    2.6  0.0  0.0  seq_file   2942253  2942290 (12130133) + repeat6832 Unspecified      1     38    (0)  8265  
  352    8.0  0.0  0.0  seq_file   2942291  2942340 (12130083) C repeat3062 Unspecified    (0)     50      1  8266 *
  492    0.0  0.0  0.0  seq_file   2942298  2942354 (12130069) + repeat5973 Unspecified      1     57    (0)  8267  
  335    2.3  0.0  0.0  seq_file   2942327  2942370 (12130053) + repeat3331 Unspecified      2     45    (0)  8268 *
  382    2.1  0.0  0.0  seq_file   2942337  2942383 (12130040) + repeat7138 Unspecified      1     47    (0)  8269  
  309    2.2 15.2  0.0  seq_file   2942356  2942401 (12130022) + repeat6737 Unspecified      1     53    (1)  8270 *
  230    0.0 21.2  0.0  seq_file   2942385  2942417 (12130006) C repeat3056 Unspecified    (0)     40      1  8271 *
  291   11.2  0.0 16.4  seq_file   2942393  2942456 (12129967) C repeat3326 Unspecified   (11)     55      1  8272  
  238   14.3  0.0  0.0  seq_file   2942430  2942471 (12129952) + repeat3287 Unspecified      1     42    (0)  8273 *
  257   11.6  0.0  0.0  seq_file   2942435  2942477 (12129946) C repeat3082 Unspecified    (0)     43      1  8274 *
  718   11.8  0.0  0.8  seq_file   2942447  2942566 (12129857) + repeat5992 Unspecified      1    119    (1)  8275  
  277   16.7  0.0  0.0  seq_file   2942519  2942572 (12129851) C repeat4745 Unspecified    (0)     54      1  8276 *
  233   10.0  0.0  0.0  seq_file   2942557  2942596 (12129827) + repeat1341 Unspecified      1     40    (0)  8277 *
  397    9.3  0.0 13.6  seq_file   2942564  2942638 (12129785) + repeat3326 Unspecified      1     66    (0)  8278  
  291    7.9  0.0  0.0  seq_file   2942610  2942647 (12129776) + repeat3111 Unspecified      1     38    (0)  8279 *
  422    3.8  0.0  0.0  seq_file   2942619  2942671 (12129752) C repeat6737 Unspecified    (1)     53      1  8280  
  382    2.1  0.0  0.0  seq_file   2942644  2942690 (12129733) C repeat7138 Unspecified    (0)     47      1  8281 *
  339    2.2  0.0  0.0  seq_file   2942657  2942701 (12129722) C repeat3331 Unspecified    (0)     45      1  8282 *
  414    5.4  0.0  0.0  seq_file   2942673  2942728 (12129695) C repeat5973 Unspecified    (0)     57      2  8283  
  413    0.0  0.0  0.0  seq_file   2942687  2942736 (12129687) + repeat3062 Unspecified      1     50    (0)  8284 *
  250    8.1  0.0  0.0  seq_file   2942738  2942774 (12129649) C repeat6832 Unspecified    (1)     37      1  8285  
  390    0.0  0.0  0.0  seq_file   2944750  2944793 (12127630) C repeat4047 Unspecified    (0)     44      1  8286  
  325    2.6  0.0  0.0  seq_file   2944767  2944804 (12127619) C repeat5727 Unspecified    (0)     38      1  8287 *
  496    0.0  0.0  0.0  seq_file   2944771  2944825 (12127598) C repeat4472 Unspecified    (0)     55      1  8288  
  372    7.8  0.0  0.0  seq_file   2944788  2944838 (12127585) C repeat4164 Unspecified    (0)     51      1  8289 *
